C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/28/2020,04:00:00,REGULAR,0000959858,0000837587                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/28/2020,08:00:00,REGULAR,0000959878,0000837696                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/28/2020,12:00:00,REGULAR,0000959929,0000837839                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/28/2020,16:00:00,REGULAR,0000960029,0000837922                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/28/2020,20:00:00,REGULAR,0000960207,0000838135                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/29/2020,00:00:00,REGULAR,0000960248,0000838181                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/29/2020,04:00:00,REGULAR,0000960249,0000838190                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/29/2020,08:00:00,REGULAR,0000960268,0000838324                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/29/2020,12:00:00,REGULAR,0000960353,0000838696                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/29/2020,16:00:00,REGULAR,0000960445,0000838794                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/29/2020,20:00:00,REGULAR,0000960638,0000839020                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/30/2020,00:00:00,REGULAR,0000960678,0000839076                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/30/2020,04:00:00,REGULAR,0000960679,0000839086                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/30/2020,08:00:00,REGULAR,0000960693,0000839204                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/30/2020,12:00:00,REGULAR,0000960773,0000839589                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/30/2020,16:00:00,REGULAR,0000960867,0000839698                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/30/2020,20:00:00,REGULAR,0000961037,0000839934                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/31/2020,00:00:00,REGULAR,0000961075,0000840001                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/31/2020,04:00:00,REGULAR,0000961080,0000840011                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/31/2020,08:00:00,REGULAR,0000961102,0000840101                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/31/2020,12:00:00,REGULAR,0000961177,0000840404                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/31/2020,16:00:00,REGULAR,0000961288,0000840510                                         
A049,R088,02-00-01,CORTLANDT ST,RNW,BMT,01/31/2020,20:00:00,REGULAR,0000961505,0000840714                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/25/2020,00:00:00,REGULAR,0000941234,0000598171                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/25/2020,04:00:00,REGULAR,0000941246,0000598174                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/25/2020,08:00:00,REGULAR,0000941281,0000598190                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/25/2020,12:00:00,REGULAR,0000941390,0000598235                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/25/2020,16:00:00,REGULAR,0000941533,0000598271                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/25/2020,20:00:00,REGULAR,0000941668,0000598310                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/26/2020,00:00:00,REGULAR,0000941686,0000598325                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/26/2020,04:00:00,REGULAR,0000941704,0000598342                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/26/2020,08:00:00,REGULAR,0000941731,0000598356                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/26/2020,12:00:00,REGULAR,0000941815,0000598379                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/26/2020,16:00:00,REGULAR,0000941951,0000598412                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/26/2020,20:00:00,REGULAR,0000942076,0000598452                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/27/2020,00:00:00,REGULAR,0000942105,0000598471                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/27/2020,04:00:00,REGULAR,0000942108,0000598481                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/27/2020,08:00:00,REGULAR,0000942139,0000598598                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/27/2020,12:00:00,REGULAR,0000942274,0000598896                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/27/2020,16:00:00,REGULAR,0000942367,0000598947                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/27/2020,20:00:00,REGULAR,0000942650,0000599057                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/28/2020,00:00:00,REGULAR,0000942686,0000599091                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/28/2020,04:00:00,REGULAR,0000942691,0000599110                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/28/2020,08:00:00,REGULAR,0000942723,0000599223                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/28/2020,12:00:00,REGULAR,0000942870,0000599745                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/28/2020,16:00:00,REGULAR,0000942957,0000599795                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/28/2020,20:00:00,REGULAR,0000943194,0000599917                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/29/2020,00:00:00,REGULAR,0000943235,0000599948                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/29/2020,04:00:00,REGULAR,0000943242,0000599959                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/29/2020,08:00:00,REGULAR,0000943278,0000600089                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/29/2020,12:00:00,REGULAR,0000943415,0000600459                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/29/2020,16:00:00,REGULAR,0000943513,0000600509                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/29/2020,20:00:00,REGULAR,0000943741,0000600645                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/30/2020,00:00:00,REGULAR,0000943773,0000600674                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/30/2020,04:00:00,REGULAR,0000943778,0000600681                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/30/2020,08:00:00,REGULAR,0000943818,0000600798                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/30/2020,12:00:00,REGULAR,0000943928,0000601128                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/30/2020,16:00:00,REGULAR,0000944016,0000601188                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/30/2020,20:00:00,REGULAR,0000944241,0000601327                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/31/2020,00:00:00,REGULAR,0000944290,0000601373                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/31/2020,04:00:00,REGULAR,0000944294,0000601382                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/31/2020,08:00:00,REGULAR,0000944331,0000601463                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/31/2020,12:00:00,REGULAR,0000944433,0000601721                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/31/2020,16:00:00,REGULAR,0000944530,0000601783                                         
A049,R088,02-00-02,CORTLANDT ST,RNW,BMT,01/31/2020,20:00:00,REGULAR,0000944781,0000601896                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/25/2020,00:00:00,REGULAR,0872518771,0871647644                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/25/2020,04:00:00,REGULAR,0872518778,0871647647                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/25/2020,08:00:00,REGULAR,0872518817,0871647655                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/25/2020,12:00:00,REGULAR,0872518949,0871647668                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/25/2020,16:00:00,REGULAR,0872519094,0871647695                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/25/2020,20:00:00,REGULAR,0872519222,0871647721                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/26/2020,00:00:00,REGULAR,0872519241,0871647747                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/26/2020,04:00:00,REGULAR,0872519263,0871647779                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/26/2020,08:00:00,REGULAR,0872519302,0871647784                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/26/2020,12:00:00,REGULAR,0872519415,0871647800                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/26/2020,16:00:00,REGULAR,0872519585,0871647830                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/26/2020,20:00:00,REGULAR,0872519716,0871647849                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/27/2020,00:00:00,REGULAR,0872519742,0871647865                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/27/2020,04:00:00,REGULAR,0872519745,0871647878                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/27/2020,08:00:00,REGULAR,0872519830,0871647930                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/27/2020,12:00:00,REGULAR,0872520131,0871648074                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/27/2020,16:00:00,REGULAR,0872520259,0871648105                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/27/2020,20:00:00,REGULAR,0872520646,0871648152                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/28/2020,00:00:00,REGULAR,0872520686,0871648178                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/28/2020,04:00:00,REGULAR,0872520692,0871648187                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/28/2020,08:00:00,REGULAR,0872520789,0871648242                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/28/2020,12:00:00,REGULAR,0872521151,0871648517                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/28/2020,16:00:00,REGULAR,0872521287,0871648533                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/28/2020,20:00:00,REGULAR,0872521687,0871648582                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/29/2020,00:00:00,REGULAR,0872521736,0871648593                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/29/2020,04:00:00,REGULAR,0872521748,0871648598                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/29/2020,08:00:00,REGULAR,0872521829,0871648652                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/29/2020,12:00:00,REGULAR,0872522133,0871648792                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/29/2020,16:00:00,REGULAR,0872522266,0871648826                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/29/2020,20:00:00,REGULAR,0872522717,0871648881                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/30/2020,00:00:00,REGULAR,0872522776,0871648900                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/30/2020,04:00:00,REGULAR,0872522782,0871648904                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/30/2020,08:00:00,REGULAR,0872522881,0871648953                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/30/2020,12:00:00,REGULAR,0872523174,0871649094                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/30/2020,16:00:00,REGULAR,0872523307,0871649121                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/30/2020,20:00:00,REGULAR,0872523723,0871649174                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/31/2020,00:00:00,REGULAR,0872523774,0871649199                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/31/2020,04:00:00,REGULAR,0872523781,0871649203                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/31/2020,08:00:00,REGULAR,0872523859,0871649254                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/31/2020,12:00:00,REGULAR,0872524114,0871649380                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/31/2020,16:00:00,REGULAR,0872524256,0871649406                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,01/31/2020,20:00:00,REGULAR,0872524656,0871649453                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/25/2020,00:00:00,REGULAR,0000982259,0001546391                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/25/2020,04:00:00,REGULAR,0000982267,0001546404                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/25/2020,08:00:00,REGULAR,0000982277,0001546406                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/25/2020,12:00:00,REGULAR,0000982321,0001546452                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/25/2020,16:00:00,REGULAR,0000982386,0001546557                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/25/2020,20:00:00,REGULAR,0000982488,0001546621                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/26/2020,04:00:00,REGULAR,0000982572,0001546683                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/26/2020,08:00:00,REGULAR,0000982578,0001546687                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/26/2020,12:00:00,REGULAR,0000982618,0001546716                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/26/2020,16:00:00,REGULAR,0000982695,0001546777                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/26/2020,20:00:00,REGULAR,0000982791,0001546849                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/27/2020,00:00:00,REGULAR,0000982851,0001546909                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/27/2020,04:00:00,REGULAR,0000982867,0001546929                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/27/2020,08:00:00,REGULAR,0000982925,0001546958                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/27/2020,12:00:00,REGULAR,0000983081,0001547133                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/27/2020,16:00:00,REGULAR,0000983149,0001547198                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/27/2020,20:00:00,REGULAR,0000983501,0001547381                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/28/2020,00:00:00,REGULAR,0000983548,0001547396                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/28/2020,04:00:00,REGULAR,0000983557,0001547403                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/28/2020,08:00:00,REGULAR,0000983616,0001547439                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/28/2020,12:00:00,REGULAR,0000983749,0001547610                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/28/2020,16:00:00,REGULAR,0000983827,0001547661                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/28/2020,20:00:00,REGULAR,0000984158,0001547872                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/29/2020,00:00:00,REGULAR,0000984210,0001547906                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/29/2020,04:00:00,REGULAR,0000984217,0001547909                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/29/2020,08:00:00,REGULAR,0000984272,0001547970                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/29/2020,12:00:00,REGULAR,0000984450,0001548158                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/29/2020,16:00:00,REGULAR,0000984523,0001548214                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/29/2020,20:00:00,REGULAR,0000984844,0001548415                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/30/2020,00:00:00,REGULAR,0000984908,0001548447                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/30/2020,04:00:00,REGULAR,0000984918,0001548448                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/30/2020,08:00:00,REGULAR,0000984985,0001548490                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/30/2020,12:00:00,REGULAR,0000985102,0001548660                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/30/2020,16:00:00,REGULAR,0000985194,0001548729                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/30/2020,20:00:00,REGULAR,0000985516,0001548932                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/31/2020,00:00:00,REGULAR,0000985585,0001548976                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/31/2020,04:00:00,REGULAR,0000985593,0001548981                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/31/2020,08:00:00,REGULAR,0000985651,0001549008                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/31/2020,12:00:00,REGULAR,0000985738,0001549144                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/31/2020,16:00:00,REGULAR,0000985814,0001549211                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,01/31/2020,20:00:00,REGULAR,0000986137,0001549361                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/25/2020,00:00:00,REGULAR,0000244682,0000346869                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/25/2020,04:00:00,REGULAR,0000244696,0000346891                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/25/2020,08:00:00,REGULAR,0000244715,0000346901                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/25/2020,12:00:00,REGULAR,0000244757,0000346965                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/25/2020,16:00:00,REGULAR,0000244831,0000347119                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/25/2020,20:00:00,REGULAR,0000244906,0000347239                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/26/2020,04:00:00,REGULAR,0000244990,0000347300                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/26/2020,08:00:00,REGULAR,0000245001,0000347307                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/26/2020,12:00:00,REGULAR,0000245065,0000347363                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/26/2020,16:00:00,REGULAR,0000245132,0000347456                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/26/2020,20:00:00,REGULAR,0000245216,0000347625                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/27/2020,00:00:00,REGULAR,0000245259,0000347712                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/27/2020,04:00:00,REGULAR,0000245271,0000347729                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/27/2020,08:00:00,REGULAR,0000245355,0000347791                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/27/2020,12:00:00,REGULAR,0000245538,0000348088                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/27/2020,16:00:00,REGULAR,0000245607,0000348217                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/27/2020,20:00:00,REGULAR,0000245991,0000348506                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/28/2020,00:00:00,REGULAR,0000246048,0000348562                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/28/2020,04:00:00,REGULAR,0000246054,0000348563                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/28/2020,08:00:00,REGULAR,0000246145,0000348627                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/28/2020,12:00:00,REGULAR,0000246298,0000348933                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/28/2020,16:00:00,REGULAR,0000246372,0000349036                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/28/2020,20:00:00,REGULAR,0000246754,0000349373                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/29/2020,00:00:00,REGULAR,0000246817,0000349455                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/29/2020,04:00:00,REGULAR,0000246821,0000349460                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/29/2020,08:00:00,REGULAR,0000246926,0000349538                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/29/2020,12:00:00,REGULAR,0000247122,0000349824                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/29/2020,16:00:00,REGULAR,0000247180,0000349954                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/29/2020,20:00:00,REGULAR,0000247578,0000350308                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/30/2020,00:00:00,REGULAR,0000247648,0000350381                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/30/2020,04:00:00,REGULAR,0000247654,0000350386                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/30/2020,08:00:00,REGULAR,0000247749,0000350461                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/30/2020,12:00:00,REGULAR,0000247896,0000350792                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/30/2020,16:00:00,REGULAR,0000247972,0000350944                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/30/2020,20:00:00,REGULAR,0000248336,0000351246                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/31/2020,00:00:00,REGULAR,0000248385,0000351325                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/31/2020,04:00:00,REGULAR,0000248388,0000351330                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/31/2020,08:00:00,REGULAR,0000248458,0000351378                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/31/2020,12:00:00,REGULAR,0000248578,0000351650                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/31/2020,16:00:00,REGULAR,0000248652,0000351783                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,01/31/2020,20:00:00,REGULAR,0000248977,0000352085                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/25/2020,00:00:00,REGULAR,0001688233,0001824495                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/25/2020,04:00:00,REGULAR,0001688246,0001824512                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/25/2020,08:00:00,REGULAR,0001688269,0001824525                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/25/2020,12:00:00,REGULAR,0001688338,0001824584                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/25/2020,16:00:00,REGULAR,0001688428,0001824724                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/25/2020,20:00:00,REGULAR,0001688516,0001824823                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/26/2020,04:00:00,REGULAR,0001688581,0001824906                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/26/2020,08:00:00,REGULAR,0001688599,0001824922                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/26/2020,12:00:00,REGULAR,0001688660,0001824985                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/26/2020,16:00:00,REGULAR,0001688741,0001825114                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/26/2020,20:00:00,REGULAR,0001688842,0001825318                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/27/2020,00:00:00,REGULAR,0001688884,0001825408                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/27/2020,04:00:00,REGULAR,0001688892,0001825429                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/27/2020,08:00:00,REGULAR,0001689053,0001825479                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/27/2020,12:00:00,REGULAR,0001689365,0001825692                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/27/2020,16:00:00,REGULAR,0001689481,0001825804                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/27/2020,20:00:00,REGULAR,0001690186,0001826020                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/28/2020,00:00:00,REGULAR,0001690282,0001826066                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/28/2020,04:00:00,REGULAR,0001690289,0001826072                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/28/2020,08:00:00,REGULAR,0001690463,0001826131                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/28/2020,12:00:00,REGULAR,0001690796,0001826403                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/28/2020,16:00:00,REGULAR,0001690908,0001826489                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/28/2020,20:00:00,REGULAR,0001691694,0001826669                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/29/2020,00:00:00,REGULAR,0001691805,0001826729                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/29/2020,04:00:00,REGULAR,0001691818,0001826732                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/29/2020,08:00:00,REGULAR,0001692007,0001826772                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/29/2020,12:00:00,REGULAR,0001692289,0001827003                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/29/2020,16:00:00,REGULAR,0001692406,0001827116                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/29/2020,20:00:00,REGULAR,0001693131,0001827257                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/30/2020,00:00:00,REGULAR,0001693230,0001827340                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/30/2020,04:00:00,REGULAR,0001693235,0001827341                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/30/2020,08:00:00,REGULAR,0001693398,0001827396                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/30/2020,12:00:00,REGULAR,0001693715,0001827604                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/30/2020,16:00:00,REGULAR,0001693828,0001827741                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,01/30/2020,20:00:00,REGULAR,0001694498,0001827922                                         
