C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,23:00:00,REGULAR,1237546512,1813715433                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,03:00:00,REGULAR,1237546200,1813715487                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,07:00:00,REGULAR,1237546129,1813715516                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,11:00:00,REGULAR,1237546054,1813715671                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,15:00:00,REGULAR,1237545728,1813715970                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,19:00:00,REGULAR,1237545048,1813716295                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,23:00:00,REGULAR,1237544513,1813716392                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,03:00:00,REGULAR,1237544411,1813716409                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,07:00:00,REGULAR,1237544359,1813716498                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,11:00:00,REGULAR,1237543761,1813717027                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,15:00:00,REGULAR,1237543349,1813717357                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,19:00:00,REGULAR,1237541873,1813718020                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,23:00:00,REGULAR,1237541090,1813718201                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,03:00:00,REGULAR,1237540961,1813718228                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,07:00:00,REGULAR,1237540894,1813718324                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,11:00:00,REGULAR,1237540253,1813718861                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,15:00:00,REGULAR,1237539828,1813719228                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,19:00:00,REGULAR,1237538219,1813719877                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,23:00:00,REGULAR,1237537319,1813720067                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,03:00:00,REGULAR,1237537161,1813720097                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,07:00:00,REGULAR,1237537094,1813720172                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,11:00:00,REGULAR,1237536442,1813720700                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,15:00:00,REGULAR,1237535957,1813721046                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,19:00:00,REGULAR,1237534498,1813721665                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,23:00:00,REGULAR,1237533447,1813721892                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,03:00:00,REGULAR,1237533279,1813721924                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,07:00:00,REGULAR,1237533193,1813722001                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,11:00:00,REGULAR,1237532534,1813722553                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,15:00:00,REGULAR,1237532010,1813722915                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,19:00:00,REGULAR,1237530396,1813723546                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,23:00:00,REGULAR,1237529354,1813723735                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,03:00:00,REGULAR,1237529164,1813723773                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,07:00:00,REGULAR,1237529107,1813723848                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,11:00:00,REGULAR,1237528603,1813724388                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,15:00:00,REGULAR,1237528133,1813724766                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,19:00:00,REGULAR,1237526769,1813725471                                 
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,23:00:00,REGULAR,1237525676,1813725757                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,03:00:00,REGULAR,0001922742,0000942396                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,07:00:00,REGULAR,0001922862,0000942499                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,11:00:00,REGULAR,0001923036,0000942901                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,15:00:00,REGULAR,0001923620,0000943304                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,19:00:00,REGULAR,0001924433,0000943680                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,23:00:00,REGULAR,0001925138,0000943908                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,03:00:00,REGULAR,0001925580,0000943971                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,07:00:00,REGULAR,0001925685,0000944042                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,11:00:00,REGULAR,0001925847,0000944300                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,15:00:00,REGULAR,0001926370,0000944738                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,19:00:00,REGULAR,0001927242,0000945117                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,23:00:00,REGULAR,0001927958,0000945295                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,03:00:00,REGULAR,0001928148,0000945334                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,07:00:00,REGULAR,0001928230,0000945480                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,11:00:00,REGULAR,0001928842,0000946291                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,15:00:00,REGULAR,0001929492,0000946628                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,19:00:00,REGULAR,0001931107,0000947206                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,23:00:00,REGULAR,0001932160,0000947375                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,03:00:00,REGULAR,0001932374,0000947421                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,07:00:00,REGULAR,0001932451,0000947597                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,11:00:00,REGULAR,0001933024,0000948580                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,15:00:00,REGULAR,0001933605,0000949041                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,19:00:00,REGULAR,0001935306,0000949618                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,23:00:00,REGULAR,0001936470,0000949848                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,03:00:00,REGULAR,0001936693,0000949912                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,07:00:00,REGULAR,0001936757,0000950100                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,11:00:00,REGULAR,0001937357,0000951017                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,15:00:00,REGULAR,0001938028,0000951485                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,19:00:00,REGULAR,0001939690,0000952004                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,23:00:00,REGULAR,0001941001,0000952266                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,03:00:00,REGULAR,0001941248,0000952312                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,07:00:00,REGULAR,0001941321,0000952489                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,11:00:00,REGULAR,0001941909,0000953376                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,15:00:00,REGULAR,0001942491,0000953807                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,19:00:00,REGULAR,0001943499,0000954341                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,23:00:00,REGULAR,0001944477,0000954590                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,03:00:00,REGULAR,0001944773,0000954650                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,07:00:00,REGULAR,0001944832,0000954823                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,11:00:00,REGULAR,0001945377,0000955698                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,15:00:00,REGULAR,0001946063,0000956142                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,19:00:00,REGULAR,0001947596,0000956648                                 
A025,R023,01-03-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,23:00:00,REGULAR,0001948819,0000956951                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,03:00:00,REGULAR,0011434141,0029091972                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,07:00:00,REGULAR,0011434201,0029092324                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,11:00:00,REGULAR,0011434303,0029094000                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,15:00:00,REGULAR,0011434508,0029095915                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,19:00:00,REGULAR,0011434897,0029097997                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,23:00:00,REGULAR,0011435259,0029099293                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,03:00:00,REGULAR,0011435561,0029099743                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,07:00:00,REGULAR,0011435615,0029100037                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,11:00:00,REGULAR,0011435707,0029101375                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,15:00:00,REGULAR,0011435943,0029103271                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,19:00:00,REGULAR,0011436372,0029105130                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,23:00:00,REGULAR,0011436814,0029106015                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,03:00:00,REGULAR,0011436970,0029106233                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,07:00:00,REGULAR,0011437067,0029107109                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,11:00:00,REGULAR,0011437307,0029111882                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,15:00:00,REGULAR,0011437619,0029114495                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,19:00:00,REGULAR,0011438554,0029117687                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,23:00:00,REGULAR,0011439220,0029119243                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,03:00:00,REGULAR,0011439415,0029119541                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,07:00:00,REGULAR,0011439532,0029120493                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,11:00:00,REGULAR,0011439758,0029125487                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,15:00:00,REGULAR,0011440106,0029128166                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,19:00:00,REGULAR,0011440488,0029129450                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,23:00:00,REGULAR,0011441409,0029130439                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,03:00:00,REGULAR,0011441667,0029130580                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,07:00:00,REGULAR,0011441808,0029131233                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,11:00:00,REGULAR,0011442033,0029134385                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,15:00:00,REGULAR,0011442384,0029135640                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,19:00:00,REGULAR,0011443360,0029137527                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,23:00:00,REGULAR,0011444184,0029138159                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,03:00:00,REGULAR,0011444412,0029138245                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,07:00:00,REGULAR,0011444487,0029138585                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,11:00:00,REGULAR,0011444667,0029141312                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,15:00:00,REGULAR,0011445007,0029142438                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,19:00:00,REGULAR,0011445998,0029144201                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,23:00:00,REGULAR,0011446796,0029144864                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,03:00:00,REGULAR,0011447077,0029144990                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,07:00:00,REGULAR,0011447193,0029145331                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,11:00:00,REGULAR,0011447372,0029148009                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,15:00:00,REGULAR,0011447810,0029149165                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,19:00:00,REGULAR,0011448832,0029151077                                 
A025,R023,01-06-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,23:00:00,REGULAR,0011449578,0029151868                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,03:00:00,REGULAR,0015429127,0032315449                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,07:00:00,REGULAR,0015429195,0032315562                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,11:00:00,REGULAR,0015429313,0032316164                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,15:00:00,REGULAR,0015429590,0032316782                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,19:00:00,REGULAR,0015430039,0032317426                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,23:00:00,REGULAR,0015430428,0032317784                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,03:00:00,REGULAR,0015430665,0032317873                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,07:00:00,REGULAR,0015430733,0032317957                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,11:00:00,REGULAR,0015430836,0032318478                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,15:00:00,REGULAR,0015431164,0032319080                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,19:00:00,REGULAR,0015431683,0032319689                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,23:00:00,REGULAR,0015432111,0032319889                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,03:00:00,REGULAR,0015432237,0032319948                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,07:00:00,REGULAR,0015432310,0032320278                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,11:00:00,REGULAR,0015432550,0032322567                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,15:00:00,REGULAR,0015432923,0032323422                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,19:00:00,REGULAR,0015433855,0032325665                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,23:00:00,REGULAR,0015434586,0032326297                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,03:00:00,REGULAR,0015434748,0032326387                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,07:00:00,REGULAR,0015434842,0032326714                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,11:00:00,REGULAR,0015435139,0032329226                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,15:00:00,REGULAR,0015435608,0032330565                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,19:00:00,REGULAR,0015436416,0032333399                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,23:00:00,REGULAR,0015436416,0032333399                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,03:00:00,REGULAR,0015436416,0032333399                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,07:00:00,REGULAR,0015436416,0032333399                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,11:00:00,REGULAR,0015436652,0032335444                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,15:00:00,REGULAR,0015437052,0032336478                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,19:00:00,REGULAR,0015437959,0032338845                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,23:00:00,REGULAR,0015438772,0032339664                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,03:00:00,REGULAR,0015438944,0032339748                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,07:00:00,REGULAR,0015439029,0032340108                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,11:00:00,REGULAR,0015439328,0032342867                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,15:00:00,REGULAR,0015439701,0032343947                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,19:00:00,REGULAR,0015440480,0032346397                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,23:00:00,REGULAR,0015441088,0032347177                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,03:00:00,REGULAR,0015441267,0032347300                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,07:00:00,REGULAR,0015441343,0032347613                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,11:00:00,REGULAR,0015441624,0032350021                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,15:00:00,REGULAR,0015442048,0032351128                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,19:00:00,REGULAR,0015442795,0032353677                                 
A025,R023,01-06-01,34 ST-HERALD SQ,BDFMNQRW,BMT,01/31/2020,23:00:00,REGULAR,0015443357,0032354504                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,03:00:00,REGULAR,0000476841,0000099698                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,07:00:00,REGULAR,0000476856,0000099720                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,11:00:00,REGULAR,0000476873,0000099818                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,15:00:00,REGULAR,0000476959,0000099938                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,19:00:00,REGULAR,0000477110,0000100070                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/25/2020,23:00:00,REGULAR,0000477262,0000100157                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,03:00:00,REGULAR,0000477323,0000100188                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,07:00:00,REGULAR,0000477348,0000100200                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,11:00:00,REGULAR,0000477363,0000100273                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,15:00:00,REGULAR,0000477422,0000100374                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,19:00:00,REGULAR,0000477543,0000100524                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/26/2020,23:00:00,REGULAR,0000477664,0000100585                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,03:00:00,REGULAR,0000477697,0000100599                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,07:00:00,REGULAR,0000477704,0000100632                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,11:00:00,REGULAR,0000477793,0000100843                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,15:00:00,REGULAR,0000477885,0000101009                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,19:00:00,REGULAR,0000478316,0000101179                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/27/2020,23:00:00,REGULAR,0000478497,0000101263                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,03:00:00,REGULAR,0000478546,0000101278                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,07:00:00,REGULAR,0000478561,0000101306                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,11:00:00,REGULAR,0000478643,0000101501                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,15:00:00,REGULAR,0000478736,0000101673                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,19:00:00,REGULAR,0000479217,0000101890                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/28/2020,23:00:00,REGULAR,0000479428,0000101981                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,03:00:00,REGULAR,0000479471,0000101992                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,07:00:00,REGULAR,0000479482,0000102031                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,11:00:00,REGULAR,0000479554,0000102268                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,15:00:00,REGULAR,0000479655,0000102454                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,19:00:00,REGULAR,0000480112,0000102658                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/29/2020,23:00:00,REGULAR,0000480333,0000102748                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,03:00:00,REGULAR,0000480384,0000102770                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,07:00:00,REGULAR,0000480393,0000102806                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,11:00:00,REGULAR,0000480466,0000102999                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,15:00:00,REGULAR,0000480565,0000103154                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,19:00:00,REGULAR,0000480987,0000103376                                 
A025,R023,01-06-02,34 ST-HERALD SQ,BDFMNQRW,BMT,01/30/2020,23:00:00,REGULAR,0000481241,0000103488                                 
